1,1.4442
2,1.4645
3,1.4458
4,1.4665
5,1.4731
6,1.453
7,1.4419
8,1.4442
9,1.4671
10,1.4904
11,1.4732
12,1.4968
13,1.5196
14,1.5189
15,1.5339
16,1.516
17,1.5121
18,1.5329
19,1.5475
20,1.5705
21,1.5783
22,1.555
23,1.5725
24,1.5942
25,1.6031
26,1.616
27,1.6282
28,1.6228
29,1.6306
30,1.6141
31,1.6244
32,1.601
33,1.5899
34,1.5672
35,1.547
36,1.5632
37,1.5729
38,1.5638
39,1.5863
40,1.563
41,1.56
42,1.554
43,1.5673
44,1.5821
45,1.5664
46,1.5659
47,1.5632
48,1.5705
49,1.581
50,1.5937
51,1.5825
52,1.5915
53,1.5993
54,1.5824
55,1.5633
56,1.5633
57,1.5862
58,1.5783
59,1.5825
60,1.5687
61,1.5813
62,1.569
63,1.5693
64,1.5793
65,1.5988
66,1.6218
67,1.6242
68,1.6061
69,1.5885
70,1.5764
71,1.5935
72,1.5812
73,1.5969
74,1.5841
75,1.6055
76,1.598
77,1.5829
78,1.5704
79,1.5762
80,1.5749
81,1.5675
82,1.584
83,1.5883
84,1.5907
85,1.6116
86,1.6009
87,1.6138
88,1.6264
89,1.6205
90,1.6239
91,1.6027
92,1.5804
93,1.5819
94,1.5958
95,1.6175
96,1.599
97,1.6025
98,1.601
99,1.5766
100,1.5684
101,1.5515
102,1.5662
103,1.5568
104,1.5582
105,1.5415
106,1.5466
107,1.5347
108,1.5425
109,1.5519
110,1.5643
111,1.5618
112,1.541
113,1.5275
114,1.5482
115,1.5308
116,1.5471
117,1.549
118,1.5738
119,1.5527
120,1.5498
121,1.5302
122,1.5533
123,1.5285
124,1.5422
125,1.5581
126,1.5765
127,1.5558
128,1.5507
129,1.5387
130,1.5537
131,1.5503
132,1.5708
133,1.5549
134,1.5431
135,1.5254
136,1.5072
137,1.5257
138,1.5297
139,1.5322
140,1.5144
141,1.5321
142,1.5382
143,1.5307
144,1.5314
145,1.5265
146,1.5053
147,1.4922
148,1.4734
149,1.4576
150,1.4446
151,1.4405
152,1.418
153,1.4381
154,1.4603
155,1.4599
156,1.4593
157,1.4512
158,1.4712
159,1.4647
160,1.4452
161,1.4593
162,1.4537
163,1.4408
164,1.436
165,1.4158
166,1.3974
167,1.4195
168,1.4424
169,1.4461
170,1.4241
171,1.4108
172,1.4035
173,1.4196
174,1.3953
175,1.3725
176,1.3559
177,1.3634
178,1.375
179,1.3824
180,1.3799
181,1.3823
182,1.3721
183,1.3843
184,1.3688
185,1.3781
186,1.3623
187,1.3557
188,1.362
189,1.376
190,1.355
191,1.3765
192,1.3903
193,1.3896
194,1.3864
195,1.3838
196,1.3741
197,1.3745
198,1.3751
199,1.3909
200,1.4057
201,1.4129
202,1.4068
203,1.4224
204,1.424
205,1.4166
206,1.4385
207,1.4573
208,1.4598
209,1.466
210,1.4703
211,1.4557
212,1.4458
213,1.4443
214,1.4308
215,1.448
216,1.4328
217,1.4191
218,1.4026
219,1.389
220,1.3858
221,1.3763
222,1.3975
223,1.394
224,1.3783
225,1.3985
226,1.4225
227,1.4194
228,1.4
229,1.3879
230,1.3833
231,1.3881
232,1.3762
233,1.3813
234,1.3919
235,1.378
236,1.3588
237,1.3487
238,1.3396
239,1.3358
240,1.3362
241,1.3155
242,1.3036
243,1.3187
244,1.2951
245,1.3166
246,1.3281
247,1.3275
248,1.3314
249,1.3183
250,1.3163
251,1.3394
252,1.3417
253,1.3428
254,1.3294
255,1.3288
256,1.335
257,1.344
258,1.3388
259,1.3321
260,1.3565
261,1.3334
262,1.3527
263,1.3733
264,1.3882
265,1.3681
266,1.3562
267,1.348
268,1.3569
269,1.3388
270,1.3498
271,1.3302
272,1.3379
273,1.3376
274,1.3515
275,1.3623
276,1.3825
277,1.402
278,1.3937
279,1.4036
280,1.3885
281,1.3651
282,1.3773
283,1.3773
284,1.3763
285,1.3965
286,1.402
287,1.4079
288,1.4258
289,1.4411
290,1.445
291,1.4291
292,1.4161
293,1.4354
294,1.4119
295,1.4114
296,1.3948
297,1.4187
298,1.4293
299,1.4293
300,1.4279
301,1.4059
302,1.415
303,1.3921
304,1.3707
305,1.3718
306,1.3516
307,1.3675
308,1.3834
309,1.3945
310,1.377
311,1.385
312,1.3859
313,1.4095
314,1.417
315,1.432
316,1.4297
317,1.4263
318,1.4426
319,1.4218
320,1.4034
321,1.3871
322,1.3816
323,1.3982
324,1.4134
325,1.3914
326,1.3864
327,1.3877
328,1.3835
329,1.3914
330,1.3978
331,1.3874
332,1.384
333,1.3597
334,1.3839
335,1.3673
336,1.3476
337,1.3412
338,1.3261
339,1.3256
340,1.3176
341,1.3402
342,1.3612
343,1.3388
344,1.3507
345,1.3392
346,1.3353
347,1.3377
348,1.3599
349,1.3557
350,1.3799
351,1.37
352,1.38
353,1.3883
354,1.3903
355,1.4002
356,1.4085
357,1.3924
358,1.3738
359,1.3988
360,1.3823
361,1.359
362,1.362
363,1.3811
364,1.3896
365,1.3741
366,1.3676
367,1.3656
368,1.3897
369,1.3725
370,1.3903
371,1.3975
372,1.3913
373,1.3759
374,1.3723
375,1.3714
376,1.3524
377,1.3569
378,1.3432
379,1.3374
380,1.3416
381,1.3292
382,1.3187
383,1.3245
